MATERIAL,year_month,QTY_BASEUOM_SUM,SALES_SUM,H1,CHNL_NAME
231,2018-08,1,0.0,Fruits,B2B
231,2018-09,12,23.52,Fruits,B2B
231,2019-01,28,51.04,Fruits,B2B
231,2019-02,14,27.72,Fruits,B2B
231,2019-03,55,108.83,Fruits,B2B
231,2019-04,43,81.67,Fruits,B2B
231,2019-05,121,244.22,Fruits,B2B
231,2019-06,51,100.37,Fruits,B2B
231,2019-07,193,388.6,Fruits,B2B
231,2019-08,172,345.54999999999995,Fruits,B2B
231,2019-09,194,395.44,Fruits,B2B
231,2019-10,213,430.4,Fruits,B2B
231,2019-11,213,435.06,Fruits,B2B
231,2019-12,143,292.71,Fruits,B2B
231,2020-01,239,472.93,Fruits,B2B
231,2020-02,247,497.78,Fruits,B2B
231,2020-03,155,333.83000000000004,Fruits,B2B
231,2020-04,64,141.2,Fruits,B2B
231,2020-05,14,31.32,Fruits,B2B
231,2020-06,117,263.43,Fruits,B2B
231,2020-07,159,339.79,Fruits,B2B
231,2020-08,296,635.21,Fruits,B2B
231,2020-09,154,343.3,Fruits,B2B
231,2020-10,459,1015.44,Fruits,B2B
231,2020-11,291,642.28,Fruits,B2B
231,2020-12,276,613.71,Fruits,B2B
231,2021-01,286,626.02,Fruits,B2B
231,2021-02,219,485.64,Fruits,B2B
231,2021-03,237,520.12,Fruits,B2B
231,2021-04,177,392.5,Fruits,B2B
231,2021-05,242,532.5,Fruits,B2B
231,2021-06,151,406.55,Fruits,B2B
231,2021-07,201,547.55,Fruits,B2B
231,2021-08,139,374.24,Fruits,B2B
231,2021-09,323,856.71,Fruits,B2B
231,2021-10,423,1120.83,Fruits,B2B
231,2021-11,264,688.9200000000001,Fruits,B2B
231,2021-12,428,1177.04,Fruits,B2B
231,2022-01,157,448.71,Fruits,B2B
231,2022-02,168,483.93,Fruits,B2B
231,2022-03,198,606.0799999999999,Fruits,B2B
231,2022-04,379,1157.1,Fruits,B2B
231,2022-05,136,414.64,Fruits,B2B
231,2022-06,149,397.72,Fruits,B2B
231,2022-07,215,526.86,Fruits,B2B
231,2022-08,350,771.08,Fruits,B2B
231,2022-09,256,568.52,Fruits,B2B
231,2022-10,337,727.31,Fruits,B2B
231,2022-11,206,481.1,Fruits,B2B
231,2022-12,259,560.79,Fruits,B2B
231,2023-01,226,544.86,Fruits,B2B
231,2023-02,281,662.14,Fruits,B2B
231,2023-03,238,543.98,Fruits,B2B
231,2023-04,220,482.33,Fruits,B2B
231,2023-05,252,561.39,Fruits,B2B
231,2023-06,166,378.4,Fruits,B2B
231,2023-07,200,442.03,Fruits,B2B
231,2023-08,208,471.04,Fruits,B2B
231,2023-09,170,377.6,Fruits,B2B
231,2023-10,92,241.48,Fruits,B2B
231,2023-11,249,740.48,Fruits,B2B
231,2023-12,61,179.08,Fruits,B2B
231,2024-01,205,602.3199999999999,Fruits,B2B
231,2024-02,244,689.92,Fruits,B2B
231,2024-03,244,727.28,Fruits,B2B
231,2024-04,259,763.48,Fruits,B2B
231,2024-05,207,621.0,Fruits,B2B
294,2018-08,1,40.0,Fruits,B2B
294,2018-11,3,116.0,Fruits,B2B
294,2019-01,118,4472.0,Fruits,B2B
294,2019-02,46,1816.0,Fruits,B2B
294,2019-03,74,2872.5,Fruits,B2B
294,2019-04,69,2736.0,Fruits,B2B
294,2019-05,87,3396.5,Fruits,B2B
294,2019-06,65,2531.5,Fruits,B2B
294,2019-07,96,3791.0,Fruits,B2B
294,2019-08,95,3806.0,Fruits,B2B
294,2019-09,106,4224.0,Fruits,B2B
294,2019-10,76,2948.5,Fruits,B2B
294,2019-11,135,4915.5,Fruits,B2B
294,2019-12,204,7219.0,Fruits,B2B
294,2020-01,232,8055.0,Fruits,B2B
294,2020-02,77,2991.5,Fruits,B2B
294,2020-03,59,2272.5,Fruits,B2B
294,2020-04,88,3440.5,Fruits,B2B
294,2020-05,123,4731.5,Fruits,B2B
294,2020-06,130,5027.0,Fruits,B2B
294,2020-07,124,4827.5,Fruits,B2B
294,2020-08,130,5038.5,Fruits,B2B
294,2020-09,99,3856.0,Fruits,B2B
294,2020-10,114,4441.0,Fruits,B2B
294,2020-11,192,7026.5,Fruits,B2B
294,2020-12,220,8049.5,Fruits,B2B
294,2021-01,248,8953.5,Fruits,B2B
294,2021-02,139,5095.0,Fruits,B2B
294,2021-03,126,4722.5,Fruits,B2B
294,2021-04,151,5605.5,Fruits,B2B
294,2021-05,153,5634.0,Fruits,B2B
294,2021-06,145,5294.0,Fruits,B2B
294,2021-07,162,5994.5,Fruits,B2B
294,2021-08,171,6433.5,Fruits,B2B
294,2021-09,118,4321.0,Fruits,B2B
294,2021-10,136,4982.0,Fruits,B2B
294,2021-11,186,6913.0,Fruits,B2B
294,2021-12,186,6903.0,Fruits,B2B
294,2022-01,289,10519.5,Fruits,B2B
294,2022-02,142,5599.0,Fruits,B2B
294,2022-03,157,5908.5,Fruits,B2B
294,2022-04,219,8309.0,Fruits,B2B
294,2022-05,157,5870.0,Fruits,B2B
294,2022-06,164,6263.0,Fruits,B2B
294,2022-07,177,6721.5,Fruits,B2B
294,2022-08,206,7908.0,Fruits,B2B
294,2022-09,164,6188.5,Fruits,B2B
294,2022-10,174,6561.5,Fruits,B2B
294,2022-11,184,6932.0,Fruits,B2B
294,2022-12,197,7368.0,Fruits,B2B
294,2023-01,156,5866.0,Fruits,B2B
294,2023-02,107,4030.5,Fruits,B2B
294,2023-03,147,5569.0,Fruits,B2B
294,2023-04,147,5539.5,Fruits,B2B
294,2023-05,126,4726.5,Fruits,B2B
294,2023-06,150,5732.0,Fruits,B2B
294,2023-07,149,5645.0,Fruits,B2B
294,2023-08,163,6235.5,Fruits,B2B
294,2023-09,135,5116.5,Fruits,B2B
294,2023-10,154,5842.0,Fruits,B2B
294,2023-11,171,6496.5,Fruits,B2B
294,2023-12,126,4814.5,Fruits,B2B
294,2024-01,170,6431.0,Fruits,B2B
294,2024-02,117,4469.5,Fruits,B2B
294,2024-03,140,5320.0,Fruits,B2B
294,2024-04,144,5399.5,Fruits,B2B
294,2024-05,101,3811.0,Fruits,B2B
294,2024-06,14,536.0,Fruits,B2B
703,2018-08,3,5.04,Fruits,B2B
703,2019-01,1,1.68,Fruits,B2B
703,2019-02,12,17.16,Fruits,B2B
703,2019-04,7,11.76,Fruits,B2B
703,2019-05,6,8.4,Fruits,B2B
703,2019-07,3,3.36,Fruits,B2B
703,2019-08,10,16.8,Fruits,B2B
703,2019-09,8,13.44,Fruits,B2B
703,2019-10,2,3.36,Fruits,B2B
703,2019-11,8,12.04,Fruits,B2B
703,2019-12,12,20.16,Fruits,B2B
703,2020-01,5,8.4,Fruits,B2B
703,2020-02,3,5.04,Fruits,B2B
703,2020-06,1,1.68,Fruits,B2B
703,2020-11,1,1.68,Fruits,B2B
703,2020-12,4,6.72,Fruits,B2B
703,2021-01,4,6.72,Fruits,B2B
703,2021-02,4,6.72,Fruits,B2B
703,2021-03,7,11.76,Fruits,B2B
703,2021-04,10,16.8,Fruits,B2B
703,2021-05,10,16.8,Fruits,B2B
703,2021-06,4,6.72,Fruits,B2B
703,2021-07,6,10.08,Fruits,B2B
703,2021-08,1,1.68,Fruits,B2B
703,2021-09,14,23.52,Fruits,B2B
703,2021-10,3,5.04,Fruits,B2B
703,2021-11,12,18.48,Fruits,B2B
703,2021-12,13,21.84,Fruits,B2B
703,2022-01,7,11.76,Fruits,B2B
703,2022-02,2,3.36,Fruits,B2B
703,2022-04,19,31.92,Fruits,B2B
703,2022-05,8,13.44,Fruits,B2B
703,2022-06,7,11.76,Fruits,B2B
703,2022-07,3,5.04,Fruits,B2B
703,2022-08,9,15.12,Fruits,B2B
703,2022-10,6,10.08,Fruits,B2B
703,2022-11,8,13.44,Fruits,B2B
703,2022-12,11,16.8,Fruits,B2B
703,2023-01,5,8.4,Fruits,B2B
703,2023-02,2,3.36,Fruits,B2B
703,2023-03,7,11.76,Fruits,B2B
703,2023-04,4,6.72,Fruits,B2B
703,2023-05,4,6.72,Fruits,B2B
703,2023-06,3,5.04,Fruits,B2B
703,2023-07,1,1.68,Fruits,B2B
703,2023-08,10,16.8,Fruits,B2B
703,2023-10,2,3.36,Fruits,B2B
703,2023-11,3,5.04,Fruits,B2B
703,2023-12,2,3.36,Fruits,B2B
703,2024-01,8,8.64,Fruits,B2B
703,2024-02,9,15.12,Fruits,B2B
703,2024-04,5,6.72,Fruits,B2B
707,2019-01,4,5.039999999999999,Fruits,B2B
707,2019-03,1,0.0,Fruits,B2B
707,2019-06,5,8.4,Fruits,B2B
707,2019-07,15,23.52,Fruits,B2B
707,2019-09,4,6.72,Fruits,B2B
707,2019-10,6,10.08,Fruits,B2B
707,2019-11,9,11.76,Fruits,B2B
707,2019-12,21,33.6,Fruits,B2B
707,2020-01,10,16.799999999999997,Fruits,B2B
707,2020-02,2,3.36,Fruits,B2B
707,2020-03,6,8.399999999999999,Fruits,B2B
707,2020-04,8,13.44,Fruits,B2B
707,2020-05,1,1.68,Fruits,B2B
707,2020-06,507,758.72,Fruits,B2B
707,2020-07,44,67.6,Fruits,B2B
707,2020-08,2,1.68,Fruits,B2B
707,2020-09,12,20.16,Fruits,B2B
707,2020-10,3,0.0,Fruits,B2B
707,2020-11,6,8.4,Fruits,B2B
707,2020-12,11,17.12,Fruits,B2B
707,2021-01,3,5.04,Fruits,B2B
707,2021-02,1,1.68,Fruits,B2B
707,2021-03,3,5.04,Fruits,B2B
707,2021-04,1,1.68,Fruits,B2B
707,2021-08,3,3.36,Fruits,B2B
707,2021-09,4,3.36,Fruits,B2B
707,2021-10,1,1.68,Fruits,B2B
707,2021-11,11,16.08,Fruits,B2B
707,2021-12,2,4.0,Fruits,B2B
707,2022-01,5,10.0,Fruits,B2B
707,2022-02,6,11.44,Fruits,B2B
707,2022-03,2,2.0,Fruits,B2B
707,2022-04,1,2.0,Fruits,B2B
707,2022-06,3,2.0,Fruits,B2B
707,2022-07,5,2.0,Fruits,B2B
707,2022-08,6,12.0,Fruits,B2B
707,2022-09,8,9.12,Fruits,B2B
707,2022-10,3,6.0,Fruits,B2B
707,2022-11,22,28.24,Fruits,B2B
707,2022-12,8,12.56,Fruits,B2B
707,2023-01,7,14.0,Fruits,B2B
707,2023-02,4,8.0,Fruits,B2B
707,2023-03,7,12.0,Fruits,B2B
707,2023-04,7,12.0,Fruits,B2B
707,2023-05,8,8.68,Fruits,B2B
707,2023-06,3,4.0,Fruits,B2B
707,2023-07,42,82.0,Fruits,B2B
707,2023-08,1,2.0,Fruits,B2B
707,2023-09,4,6.0,Fruits,B2B
707,2023-10,53,96.0,Fruits,B2B
707,2023-11,14,28.0,Fruits,B2B
707,2023-12,21,36.0,Fruits,B2B
707,2024-01,11,13.5,Fruits,B2B
707,2024-02,87,172.0,Fruits,B2B
707,2024-03,2,4.0,Fruits,B2B
707,2024-04,12,22.0,Fruits,B2B
707,2024-05,13,24.0,Fruits,B2B
709,2019-02,1,3.74,Fruits,B2B
709,2019-03,3,9.94,Fruits,B2B
709,2019-04,12,38.48,Fruits,B2B
709,2019-05,4,12.4,Fruits,B2B
709,2019-06,3,6.2,Fruits,B2B
709,2019-07,9,24.5,Fruits,B2B
709,2019-08,11,36.14,Fruits,B2B
709,2019-09,17,51.93,Fruits,B2B
709,2019-10,22,66.09,Fruits,B2B
709,2019-11,58,174.53,Fruits,B2B
709,2019-12,72,223.28,Fruits,B2B
709,2020-01,23,69.97,Fruits,B2B
709,2020-02,12,37.39,Fruits,B2B
709,2020-03,6,18.69,Fruits,B2B
709,2020-04,31,108.4,Fruits,B2B
709,2020-05,1,0.0,Fruits,B2B
709,2020-06,421,1303.78,Fruits,B2B
709,2020-07,12,39.84,Fruits,B2B
709,2020-10,22,71.01,Fruits,B2B
709,2020-11,64,202.44,Fruits,B2B
709,2020-12,68,222.93,Fruits,B2B
709,2021-01,10,35.57,Fruits,B2B
709,2021-02,28,93.78,Fruits,B2B
709,2021-03,45,138.33,Fruits,B2B
709,2021-04,36,121.76,Fruits,B2B
709,2021-05,68,234.05,Fruits,B2B
709,2021-06,18,78.27,Fruits,B2B
709,2021-07,18,75.97,Fruits,B2B
709,2021-08,31,136.28,Fruits,B2B
709,2021-09,33,142.48000000000002,Fruits,B2B
709,2021-10,51,226.35,Fruits,B2B
709,2021-11,102,446.52,Fruits,B2B
709,2021-12,181,767.7,Fruits,B2B
709,2022-01,70,300.95,Fruits,B2B
709,2022-02,30,115.14,Fruits,B2B
709,2022-03,43,178.68,Fruits,B2B
709,2022-04,111,468.99,Fruits,B2B
709,2022-05,48,186.28,Fruits,B2B
709,2022-06,35,119.32,Fruits,B2B
709,2022-07,11,54.82,Fruits,B2B
709,2022-08,18,84.22,Fruits,B2B
709,2022-09,30,169.8,Fruits,B2B
709,2022-10,64,320.72,Fruits,B2B
709,2022-11,89,516.44,Fruits,B2B
709,2022-12,128,739.36,Fruits,B2B
709,2023-01,43,193.52,Fruits,B2B
709,2023-02,30,160.20000000000002,Fruits,B2B
709,2023-03,44,234.76,Fruits,B2B
709,2023-04,91,366.32,Fruits,B2B
709,2023-05,70,296.0,Fruits,B2B
709,2023-06,27,121.38,Fruits,B2B
709,2023-07,27,116.58,Fruits,B2B
709,2023-08,37,160.34,Fruits,B2B
709,2023-09,25,151.4,Fruits,B2B
709,2023-10,39,222.36,Fruits,B2B
709,2023-11,91,501.24,Fruits,B2B
709,2023-12,115,630.9,Fruits,B2B
709,2024-01,56,254.83,Fruits,B2B
709,2024-02,19,83.69,Fruits,B2B
709,2024-03,37,201.8,Fruits,B2B
709,2024-04,22,98.54,Fruits,B2B
709,2024-05,34,142.85,Fruits,B2B
712,2019-01,18,26.1,Fruits,B2B
712,2019-03,8,12.64,Fruits,B2B
712,2019-04,16,20.7,Fruits,B2B
712,2019-05,35,54.78,Fruits,B2B
712,2019-06,11,13.72,Fruits,B2B
712,2019-07,18,25.72,Fruits,B2B
712,2019-08,46,73.69,Fruits,B2B
712,2019-09,70,111.26,Fruits,B2B
712,2019-10,18,31.800000000000004,Fruits,B2B
712,2019-11,33,56.69,Fruits,B2B
712,2019-12,49,85.12,Fruits,B2B
712,2020-01,43,71.09,Fruits,B2B
712,2020-02,14,21.73,Fruits,B2B
712,2020-03,29,49.26,Fruits,B2B
712,2020-04,21,32.54,Fruits,B2B
712,2020-05,12,19.8,Fruits,B2B
712,2020-06,26,43.86,Fruits,B2B
712,2020-07,57,96.09,Fruits,B2B
712,2020-08,44,72.28,Fruits,B2B
712,2020-09,96,169.92,Fruits,B2B
712,2020-10,1,0.0,Fruits,B2B
712,2020-11,40,72.44,Fruits,B2B
712,2020-12,85,152.06,Fruits,B2B
712,2021-01,10,16.14,Fruits,B2B
712,2021-02,37,67.1,Fruits,B2B
712,2021-03,115,159.02,Fruits,B2B
712,2021-04,72,130.32,Fruits,B2B
712,2021-05,40,70.5,Fruits,B2B
712,2021-06,110,216.42,Fruits,B2B
712,2021-07,57,110.63,Fruits,B2B
712,2021-08,73,149.07,Fruits,B2B
712,2021-09,36,73.44,Fruits,B2B
712,2021-10,37,75.87,Fruits,B2B
712,2021-11,98,195.0,Fruits,B2B
712,2021-12,156,302.76,Fruits,B2B
712,2022-01,36,73.44,Fruits,B2B
712,2022-02,8,9.7,Fruits,B2B
712,2022-03,73,146.88,Fruits,B2B
712,2022-04,151,296.82,Fruits,B2B
712,2022-05,7,7.640000000000001,Fruits,B2B
712,2022-06,108,187.68,Fruits,B2B
712,2022-07,22,41.4,Fruits,B2B
712,2022-08,60,115.84,Fruits,B2B
712,2022-09,18,28.82,Fruits,B2B
712,2022-10,54,106.44,Fruits,B2B
712,2022-11,49,97.54,Fruits,B2B
712,2022-12,82,156.02,Fruits,B2B
712,2023-01,9,12.239999999999998,Fruits,B2B
712,2023-02,16,27.56,Fruits,B2B
712,2023-03,41,83.13999999999999,Fruits,B2B
712,2023-04,10,14.54,Fruits,B2B
712,2023-05,45,86.03999999999999,Fruits,B2B
712,2023-06,37,73.44,Fruits,B2B
712,2023-07,4,6.8,Fruits,B2B
712,2023-08,70,125.04,Fruits,B2B
712,2023-09,109,223.1,Fruits,B2B
712,2023-10,26,33.24,Fruits,B2B
712,2023-11,287,508.58,Fruits,B2B
712,2023-12,8,13.6,Fruits,B2B
712,2024-01,30,34.56,Fruits,B2B
712,2024-02,12,16.56,Fruits,B2B
712,2024-04,6,8.28,Fruits,B2B
712,2024-05,7,8.28,Fruits,B2B
714,2018-08,3,7.5,Fruits,B2B
714,2018-09,36,55.44,Fruits,B2B
714,2019-01,205,351.04,Fruits,B2B
714,2019-02,108,166.32,Fruits,B2B
714,2019-03,170,278.08,Fruits,B2B
714,2019-04,109,184.96,Fruits,B2B
714,2019-05,330,553.12,Fruits,B2B
714,2019-06,159,265.76,Fruits,B2B
714,2019-07,130,219.8,Fruits,B2B
714,2019-08,211,381.4,Fruits,B2B
714,2019-09,154,242.7,Fruits,B2B
714,2019-10,225,371.85,Fruits,B2B
714,2019-11,194,330.31,Fruits,B2B
714,2019-12,286,497.45,Fruits,B2B
714,2020-01,221,374.03,Fruits,B2B
714,2020-02,100,163.70999999999998,Fruits,B2B
714,2020-03,26,57.99,Fruits,B2B
714,2020-04,113,246.54,Fruits,B2B
714,2020-05,202,439.8,Fruits,B2B
714,2020-06,615,1273.99,Fruits,B2B
714,2020-07,55,116.48,Fruits,B2B
714,2020-08,77,170.55,Fruits,B2B
714,2020-09,171,362.84,Fruits,B2B
714,2020-10,43,99.7,Fruits,B2B
714,2020-11,46,82.66,Fruits,B2B
714,2020-12,289,630.08,Fruits,B2B
714,2021-01,54,118.68,Fruits,B2B
714,2021-02,18,44.64,Fruits,B2B
714,2021-03,122,215.54,Fruits,B2B
714,2021-04,137,293.92,Fruits,B2B
714,2021-05,88,205.78,Fruits,B2B
714,2021-06,21,56.1,Fruits,B2B
714,2021-07,91,246.85,Fruits,B2B
714,2021-08,16,37.95,Fruits,B2B
714,2021-09,47,124.9,Fruits,B2B
714,2021-10,91,249.35,Fruits,B2B
714,2021-11,98,258.9,Fruits,B2B
714,2021-12,210,570.0,Fruits,B2B
714,2022-01,19,46.3,Fruits,B2B
714,2022-02,24,53.28,Fruits,B2B
714,2022-03,93,250.5,Fruits,B2B
714,2022-04,64,185.68,Fruits,B2B
714,2022-05,57,160.5,Fruits,B2B
714,2022-06,30,75.86,Fruits,B2B
714,2022-07,39,109.2,Fruits,B2B
714,2022-08,47,113.57,Fruits,B2B
714,2022-09,40,89.39,Fruits,B2B
714,2022-10,70,171.36999999999998,Fruits,B2B
714,2022-11,111,267.35,Fruits,B2B
714,2022-12,123,298.85,Fruits,B2B
714,2023-01,53,138.18,Fruits,B2B
714,2023-02,39,102.6,Fruits,B2B
714,2023-03,63,160.56,Fruits,B2B
714,2023-04,63,160.56,Fruits,B2B
714,2023-05,47,122.6,Fruits,B2B
714,2023-06,44,118.2,Fruits,B2B
714,2023-07,61,154.96,Fruits,B2B
714,2023-08,51,126.96,Fruits,B2B
714,2023-09,9,25.2,Fruits,B2B
714,2023-10,63,170.28,Fruits,B2B
714,2023-11,132,247.88,Fruits,B2B
714,2023-12,24,73.2,Fruits,B2B
714,2024-01,84,220.79,Fruits,B2B
714,2024-03,36,0.0,Fruits,B2B
714,2024-05,36,105.48,Fruits,B2B
716,2019-01,24,1911.5,Fruits,B2B
716,2019-02,29,2264.0,Fruits,B2B
716,2019-03,43,3378.0,Fruits,B2B
716,2019-04,52,4136.5,Fruits,B2B
716,2019-05,37,2857.5,Fruits,B2B
716,2019-06,56,4679.0,Fruits,B2B
716,2019-07,29,2385.0,Fruits,B2B
716,2019-08,22,1792.0,Fruits,B2B
716,2019-09,20,1624.0,Fruits,B2B
716,2019-10,39,3134.0,Fruits,B2B
716,2019-11,26,2123.0,Fruits,B2B
716,2019-12,31,2525.0,Fruits,B2B
716,2020-01,22,1796.0,Fruits,B2B
716,2020-02,32,2605.0,Fruits,B2B
716,2020-03,54,4375.0,Fruits,B2B
716,2020-04,37,2994.0,Fruits,B2B
716,2020-05,19,1559.0,Fruits,B2B
716,2020-06,14,1134.0,Fruits,B2B
716,2020-07,24,1961.0,Fruits,B2B
716,2020-08,16,1325.0,Fruits,B2B
716,2020-09,18,1461.0,Fruits,B2B
716,2020-10,23,1897.0,Fruits,B2B
716,2020-11,16,1294.0,Fruits,B2B
716,2020-12,25,2058.0,Fruits,B2B
716,2021-01,19,1537.0,Fruits,B2B
716,2021-02,33,2674.0,Fruits,B2B
716,2021-03,89,7204.0,Fruits,B2B
716,2021-04,18,1461.0,Fruits,B2B
716,2021-05,18,1460.0,Fruits,B2B
716,2021-06,24,1988.0,Fruits,B2B
716,2021-07,33,2747.0,Fruits,B2B
716,2021-08,17,1381.0,Fruits,B2B
716,2021-09,17,1376.0,Fruits,B2B
716,2021-10,26,1991.5,Fruits,B2B
716,2021-11,22,1770.0,Fruits,B2B
716,2021-12,19,1562.0,Fruits,B2B
716,2022-01,41,3323.0,Fruits,B2B
716,2022-02,13,1051.0,Fruits,B2B
716,2022-03,64,5177.0,Fruits,B2B
716,2022-04,64,5207.0,Fruits,B2B
716,2022-05,14,1138.0,Fruits,B2B
716,2022-06,22,1826.0,Fruits,B2B
716,2022-07,28,2232.0,Fruits,B2B
716,2022-08,32,2601.0,Fruits,B2B
716,2022-09,17,1416.0,Fruits,B2B
716,2022-10,15,1219.0,Fruits,B2B
716,2022-11,31,2497.0,Fruits,B2B
716,2022-12,20,1650.0,Fruits,B2B
716,2023-01,26,2089.0,Fruits,B2B
716,2023-02,19,1553.0,Fruits,B2B
716,2023-03,76,6175.0,Fruits,B2B
716,2023-04,28,2288.0,Fruits,B2B
716,2023-05,28,2265.0,Fruits,B2B
716,2023-06,30,2484.0,Fruits,B2B
716,2023-07,24,1944.0,Fruits,B2B
716,2023-08,44,3582.0,Fruits,B2B
716,2023-09,20,1634.0,Fruits,B2B
716,2023-10,50,4149.0,Fruits,B2B
716,2023-11,26,2143.0,Fruits,B2B
716,2023-12,40,3248.0,Fruits,B2B
716,2024-01,27,2186.0,Fruits,B2B
716,2024-02,25,2035.0,Fruits,B2B
716,2024-03,34,2739.0,Fruits,B2B
716,2024-04,29,2344.0,Fruits,B2B
716,2024-05,27,2105.0,Fruits,B2B
716,2024-06,28,2268.0,Fruits,B2B
718,2018-10,19,494.0,Fruits,B2B
718,2019-01,36,907.5,Fruits,B2B
718,2019-02,30,736.5,Fruits,B2B
718,2019-03,50,1258.0,Fruits,B2B
718,2019-04,31,777.5,Fruits,B2B
718,2019-05,38,955.0,Fruits,B2B
718,2019-06,34,826.5,Fruits,B2B
718,2019-07,42,1054.5,Fruits,B2B
718,2019-08,33,826.5,Fruits,B2B
718,2019-09,44,1100.5,Fruits,B2B
718,2019-10,58,1435.19,Fruits,B2B
718,2019-11,231,5701.47,Fruits,B2B
718,2019-12,109,2712.5,Fruits,B2B
718,2020-01,30,752.19,Fruits,B2B
718,2020-02,25,632.0,Fruits,B2B
718,2020-03,28,673.51,Fruits,B2B
718,2020-04,44,1087.15,Fruits,B2B
718,2020-05,51,1243.95,Fruits,B2B
718,2020-06,37,909.65,Fruits,B2B
718,2020-07,41,998.8,Fruits,B2B
718,2020-08,27,676.5,Fruits,B2B
718,2020-09,60,1426.38,Fruits,B2B
718,2020-10,76,1907.0,Fruits,B2B
718,2020-11,129,3059.22,Fruits,B2B
718,2020-12,169,4084.76,Fruits,B2B
718,2021-01,34,846.5,Fruits,B2B
718,2021-02,37,918.5,Fruits,B2B
718,2021-03,45,1091.46,Fruits,B2B
718,2021-04,28,690.5,Fruits,B2B
718,2021-05,27,670.5,Fruits,B2B
718,2021-06,34,824.96,Fruits,B2B
718,2021-07,47,1165.0,Fruits,B2B
718,2021-08,31,770.0,Fruits,B2B
718,2021-09,53,1273.42,Fruits,B2B
718,2021-10,80,2021.5,Fruits,B2B
718,2021-11,120,2921.47,Fruits,B2B
718,2021-12,126,3112.5,Fruits,B2B
718,2022-01,50,1234.0,Fruits,B2B
718,2022-02,16,398.0,Fruits,B2B
718,2022-03,57,1414.5,Fruits,B2B
718,2022-04,59,1652.0,Fruits,B2B
718,2022-05,34,958.0,Fruits,B2B
718,2022-06,40,1138.0,Fruits,B2B
718,2022-07,36,1014.0,Fruits,B2B
718,2022-08,37,1053.0,Fruits,B2B
718,2022-09,110,3248.0,Fruits,B2B
718,2022-10,74,2091.0,Fruits,B2B
718,2022-11,122,3505.29,Fruits,B2B
718,2022-12,107,3036.0,Fruits,B2B
718,2023-01,29,825.0,Fruits,B2B
718,2023-02,27,755.0,Fruits,B2B
718,2023-03,50,1436.0,Fruits,B2B
718,2023-04,26,726.0,Fruits,B2B
718,2023-05,29,821.0,Fruits,B2B
718,2023-06,23,659.0,Fruits,B2B
718,2023-07,32,909.0,Fruits,B2B
718,2023-08,36,1021.0,Fruits,B2B
718,2023-09,41,1118.03,Fruits,B2B
718,2023-10,60,1675.0,Fruits,B2B
718,2023-11,82,2276.95,Fruits,B2B
718,2023-12,93,2731.03,Fruits,B2B
718,2024-01,9,306.0,Fruits,B2B
718,2024-04,21,714.0,Fruits,B2B
718,2024-05,17,578.0,Fruits,B2B
719,2018-08,14,882.0,Fruits,B2B
719,2018-09,21,1323.0,Fruits,B2B
719,2018-10,15,951.0,Fruits,B2B
719,2018-11,6,378.0,Fruits,B2B
719,2018-12,1,69.0,Fruits,B2B
719,2019-01,108,7064.0,Fruits,B2B
719,2019-02,59,3879.0,Fruits,B2B
719,2019-03,88,5785.0,Fruits,B2B
719,2019-04,117,7754.0,Fruits,B2B
719,2019-05,116,7595.0,Fruits,B2B
719,2019-06,86,5728.0,Fruits,B2B
719,2019-07,113,7372.0,Fruits,B2B
719,2019-08,119,7947.0,Fruits,B2B
719,2019-09,107,7069.0,Fruits,B2B
719,2019-10,148,9759.0,Fruits,B2B
719,2019-11,232,15194.0,Fruits,B2B
719,2019-12,202,13354.0,Fruits,B2B
719,2020-01,97,6389.0,Fruits,B2B
719,2020-02,107,7070.0,Fruits,B2B
719,2020-03,88,5830.0,Fruits,B2B
719,2020-04,111,7248.0,Fruits,B2B
719,2020-05,120,8006.0,Fruits,B2B
719,2020-06,95,6259.0,Fruits,B2B
719,2020-07,142,9429.0,Fruits,B2B
719,2020-08,130,8629.0,Fruits,B2B
719,2020-09,124,8174.0,Fruits,B2B
719,2020-10,183,12116.0,Fruits,B2B
719,2020-11,201,13153.0,Fruits,B2B
719,2020-12,281,18485.0,Fruits,B2B
719,2021-01,109,7200.0,Fruits,B2B
719,2021-02,130,8545.0,Fruits,B2B
719,2021-03,117,7781.0,Fruits,B2B
719,2021-04,183,11934.0,Fruits,B2B
719,2021-05,92,6116.0,Fruits,B2B
719,2021-06,113,7358.0,Fruits,B2B
719,2021-07,115,7551.0,Fruits,B2B
719,2021-08,75,4923.0,Fruits,B2B
719,2021-09,142,9275.0,Fruits,B2B
719,2021-10,158,10227.0,Fruits,B2B
719,2021-11,217,14252.0,Fruits,B2B
719,2021-12,268,17380.0,Fruits,B2B
719,2022-01,146,9453.0,Fruits,B2B
719,2022-02,56,3706.0,Fruits,B2B
719,2022-03,144,8921.0,Fruits,B2B
719,2022-04,137,9433.0,Fruits,B2B
719,2022-05,128,8863.0,Fruits,B2B
719,2022-06,142,9874.0,Fruits,B2B
719,2022-07,124,8544.0,Fruits,B2B
719,2022-08,142,9287.0,Fruits,B2B
719,2022-09,134,9262.0,Fruits,B2B
719,2022-10,152,10586.0,Fruits,B2B
719,2022-11,212,14870.0,Fruits,B2B
719,2022-12,203,14073.0,Fruits,B2B
719,2023-01,92,6302.0,Fruits,B2B
719,2023-02,101,6983.0,Fruits,B2B
719,2023-03,125,8600.0,Fruits,B2B
719,2023-04,104,7176.0,Fruits,B2B
