train_data_end,train_data_start,horizon,sku,year_month,final_perdiction,Channel,forecast_month,NetWeight,H1,H2,H3,H4,H5,CrossPlantStatus,LeadTime,ServiceLevel,MrpPurchaser,PdProductDescription,ServiceLevel_value,Standard_Dev,Variability,last_year_demand
2024-05-01,2018-12-01,3,53568,2024-08,7.295636022396996,Retail,2024-08,5.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 5KG,1.65,39.41712825663483,0.2198634998696722,17.0
2024-05-01,2018-12-01,4,53568,2024-09,11.060561246136425,Retail,2024-09,5.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 5KG,1.65,39.41712825663483,0.2198634998696722,13.0
2024-05-01,2018-12-01,5,53568,2024-10,15.431180688218811,Retail,2024-10,5.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 5KG,1.65,39.41712825663483,0.2198634998696722,18.0
2024-05-01,2018-12-01,6,53568,2024-11,20.28877539972478,Retail,2024-11,5.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 5KG,1.65,39.41712825663483,0.2198634998696722,8.0
2024-05-01,2018-12-01,1,54110,2024-06,322.69322678812995,Retail,2024-06,0.400,Dairy,Clarified,Ghee,Others,,AC,5,0.95,ENLIM,GHEE PURE/QBB 400G,1.65,843.3843765844057,0.9508708133223659,115.0
2024-05-01,2018-12-01,2,54110,2024-07,283.6730002584577,Retail,2024-07,0.400,Dairy,Clarified,Ghee,Others,,AC,5,0.95,ENLIM,GHEE PURE/QBB 400G,1.65,843.3843765844057,0.9508708133223659,135.0
2024-05-01,2018-12-01,3,54110,2024-08,322.8337257143127,Retail,2024-08,0.400,Dairy,Clarified,Ghee,Others,,AC,5,0.95,ENLIM,GHEE PURE/QBB 400G,1.65,843.3843765844057,0.9508708133223659,179.0
2024-05-01,2018-12-01,4,54110,2024-09,325.1946446295641,Retail,2024-09,0.400,Dairy,Clarified,Ghee,Others,,AC,5,0.95,ENLIM,GHEE PURE/QBB 400G,1.65,843.3843765844057,0.9508708133223659,216.0
2024-05-01,2018-12-01,5,54110,2024-10,204.483878344386,Retail,2024-10,0.400,Dairy,Clarified,Ghee,Others,,AC,5,0.95,ENLIM,GHEE PURE/QBB 400G,1.65,843.3843765844057,0.9508708133223659,201.0
2024-05-01,2018-12-01,6,54110,2024-11,227.3057397667505,Retail,2024-11,0.400,Dairy,Clarified,Ghee,Others,,AC,5,0.95,ENLIM,GHEE PURE/QBB 400G,1.65,843.3843765844057,0.9508708133223659,226.0
2024-05-01,2019-04-01,1,54137,2024-06,2163.211439844617,Retail,2024-06,1.000,Dairy,Milk,Uht,Low Fat,,AC,7,0.95,HUICHING,MILK UHT LOW FAT 1.5%/MF 1L,1.65,2201.6916094978724,1.0250533593580051,6003.0
2024-05-01,2019-04-01,2,54137,2024-07,1424.8827293757024,Retail,2024-07,1.000,Dairy,Milk,Uht,Low Fat,,AC,7,0.95,HUICHING,MILK UHT LOW FAT 1.5%/MF 1L,1.65,2201.6916094978724,1.0250533593580051,4207.0
2024-05-01,2019-04-01,3,54137,2024-08,100.74509105343766,Retail,2024-08,1.000,Dairy,Milk,Uht,Low Fat,,AC,7,0.95,HUICHING,MILK UHT LOW FAT 1.5%/MF 1L,1.65,2201.6916094978724,1.0250533593580051,1175.0
2024-05-01,2019-04-01,4,54137,2024-09,99.45204186346676,Retail,2024-09,1.000,Dairy,Milk,Uht,Low Fat,,AC,7,0.95,HUICHING,MILK UHT LOW FAT 1.5%/MF 1L,1.65,2201.6916094978724,1.0250533593580051,191.0
2024-05-01,2019-04-01,5,54137,2024-10,141.8944433648798,Retail,2024-10,1.000,Dairy,Milk,Uht,Low Fat,,AC,7,0.95,HUICHING,MILK UHT LOW FAT 1.5%/MF 1L,1.65,2201.6916094978724,1.0250533593580051,133.0
2024-05-01,2019-04-01,6,54137,2024-11,113.99503023527048,Retail,2024-11,1.000,Dairy,Milk,Uht,Low Fat,,AC,7,0.95,HUICHING,MILK UHT LOW FAT 1.5%/MF 1L,1.65,2201.6916094978724,1.0250533593580051,116.0
2024-05-01,2018-12-01,1,54667,2024-06,128.03904757176826,Retail,2024-06,1.000,Dairy,Butter Compound,Salted,Others,,AC,113,0.95,ENLIM,BUTLER SELECTION SALTED/FLECHARD 1KG,1.65,392.73582299895514,0.25761277188817144,125.0
2024-05-01,2018-12-01,2,54667,2024-07,162.41272141359275,Retail,2024-07,1.000,Dairy,Butter Compound,Salted,Others,,AC,113,0.95,ENLIM,BUTLER SELECTION SALTED/FLECHARD 1KG,1.65,392.73582299895514,0.25761277188817144,101.0
2024-05-01,2018-12-01,3,54667,2024-08,69.33275675735545,Retail,2024-08,1.000,Dairy,Butter Compound,Salted,Others,,AC,113,0.95,ENLIM,BUTLER SELECTION SALTED/FLECHARD 1KG,1.65,392.73582299895514,0.25761277188817144,165.0
2024-05-01,2018-12-01,4,54667,2024-09,159.4304455968436,Retail,2024-09,1.000,Dairy,Butter Compound,Salted,Others,,AC,113,0.95,ENLIM,BUTLER SELECTION SALTED/FLECHARD 1KG,1.65,392.73582299895514,0.25761277188817144,142.0
2024-05-01,2018-12-01,5,54667,2024-10,181.15861070160747,Retail,2024-10,1.000,Dairy,Butter Compound,Salted,Others,,AC,113,0.95,ENLIM,BUTLER SELECTION SALTED/FLECHARD 1KG,1.65,392.73582299895514,0.25761277188817144,184.0
2024-05-01,2018-12-01,6,54667,2024-11,183.5845493153507,Retail,2024-11,1.000,Dairy,Butter Compound,Salted,Others,,AC,113,0.95,ENLIM,BUTLER SELECTION SALTED/FLECHARD 1KG,1.65,392.73582299895514,0.25761277188817144,184.0
2024-05-01,2018-07-01,1,55973,2024-06,435.6280086052356,Retail,2024-06,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 1KG,1.65,2710.9901801125484,0.35458916427472437,597.0
2024-05-01,2018-07-01,2,55973,2024-07,480.0661071761885,Retail,2024-07,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 1KG,1.65,2710.9901801125484,0.35458916427472437,748.0
2024-05-01,2018-07-01,3,55973,2024-08,540.7168248009702,Retail,2024-08,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 1KG,1.65,2710.9901801125484,0.35458916427472437,883.0
2024-05-01,2018-07-01,4,55973,2024-09,484.3738982477928,Retail,2024-09,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 1KG,1.65,2710.9901801125484,0.35458916427472437,786.0
2024-05-01,2018-07-01,5,55973,2024-10,536.5948770734149,Retail,2024-10,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 1KG,1.65,2710.9901801125484,0.35458916427472437,816.0
2024-05-01,2018-07-01,6,55973,2024-11,630.4101838669407,Retail,2024-11,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 1KG,1.65,2710.9901801125484,0.35458916427472437,1095.0
2024-05-01,2018-12-01,1,55974,2024-06,364.5910744311221,Retail,2024-06,0.100,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 100G,1.65,478.737663026422,0.433639187523933,931.0
2024-05-01,2018-12-01,2,55974,2024-07,424.3625943747329,Retail,2024-07,0.100,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 100G,1.65,478.737663026422,0.433639187523933,1122.0
2024-05-01,2018-12-01,3,55974,2024-08,76.4482179258892,Retail,2024-08,0.100,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 100G,1.65,478.737663026422,0.433639187523933,864.0
2024-05-01,2018-12-01,4,55974,2024-09,370.9001725431451,Retail,2024-09,0.100,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 100G,1.65,478.737663026422,0.433639187523933,941.0
2024-05-01,2018-12-01,5,55974,2024-10,518.9991551539155,Retail,2024-10,0.100,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 100G,1.65,478.737663026422,0.433639187523933,705.0
2024-05-01,2018-12-01,6,55974,2024-11,502.6979061132271,Retail,2024-11,0.100,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 100G,1.65,478.737663026422,0.433639187523933,747.0
2024-05-01,2019-01-01,1,55975,2024-06,3.8262576793460714,Retail,2024-06,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED PORTION/FLECHARD 10G,1.65,61.01824863650764,0.5337495507042307,6.0
2024-05-01,2019-01-01,2,55975,2024-07,4.176962504183724,Retail,2024-07,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED PORTION/FLECHARD 10G,1.65,61.01824863650764,0.5337495507042307,10.0
2024-05-01,2019-01-01,3,55975,2024-08,5.346750049576793,Retail,2024-08,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED PORTION/FLECHARD 10G,1.65,61.01824863650764,0.5337495507042307,13.0
2024-05-01,2019-01-01,4,55975,2024-09,5.556621202869423,Retail,2024-09,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED PORTION/FLECHARD 10G,1.65,61.01824863650764,0.5337495507042307,7.0
2024-05-01,2019-01-01,5,55975,2024-10,5.583081653743854,Retail,2024-10,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED PORTION/FLECHARD 10G,1.65,61.01824863650764,0.5337495507042307,6.0
2024-05-01,2019-01-01,6,55975,2024-11,5.58755794463772,Retail,2024-11,1.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED PORTION/FLECHARD 10G,1.65,61.01824863650764,0.5337495507042307,7.0
2024-05-01,2020-05-01,1,56395,2024-06,0.0,Retail,2024-06,10.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 10KG,1.65,19.6771441017237,0.6195574339333659,
2024-05-01,2020-05-01,2,56395,2024-07,0.0,Retail,2024-07,10.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 10KG,1.65,19.6771441017237,0.6195574339333659,
2024-05-01,2020-05-01,3,56395,2024-08,0.0,Retail,2024-08,10.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 10KG,1.65,19.6771441017237,0.6195574339333659,
2024-05-01,2020-05-01,4,56395,2024-09,0.0,Retail,2024-09,10.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 10KG,1.65,19.6771441017237,0.6195574339333659,
2024-05-01,2020-05-01,5,56395,2024-10,0.0,Retail,2024-10,10.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 10KG,1.65,19.6771441017237,0.6195574339333659,
2024-05-01,2020-05-01,6,56395,2024-11,0.0,Retail,2024-11,10.000,Dairy,Butter,Unsalted,Lactic,,AC,113,0.95,ENLIM,BUTTER UNSALTED/FLECHARD 10KG,1.65,19.6771441017237,0.6195574339333659,
2024-05-01,2018-12-01,1,57095,2024-06,959.1416301028696,Retail,2024-06,1.000,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/CONAPROLE 1L,1.65,14318.58275959368,0.930870967967177,467.0
2024-05-01,2018-12-01,2,57095,2024-07,1669.048880607813,Retail,2024-07,1.000,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/CONAPROLE 1L,1.65,14318.58275959368,0.930870967967177,132.0
2024-05-01,2018-12-01,3,57095,2024-08,1669.048881743953,Retail,2024-08,1.000,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/CONAPROLE 1L,1.65,14318.58275959368,0.930870967967177,78.0
2024-05-01,2018-12-01,4,57095,2024-09,2508.922455018114,Retail,2024-09,1.000,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/CONAPROLE 1L,1.65,14318.58275959368,0.930870967967177,18.0
2024-05-01,2018-12-01,5,57095,2024-10,20.94775710803348,Retail,2024-10,1.000,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/CONAPROLE 1L,1.65,14318.58275959368,0.930870967967177,18.0
2024-05-01,2018-12-01,6,57095,2024-11,69.00905199270922,Retail,2024-11,1.000,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/CONAPROLE 1L,1.65,14318.58275959368,0.930870967967177,60.0
2024-05-01,2018-12-01,1,58536,2024-06,190.1181672222526,Retail,2024-06,0.500,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 500G,1.65,360.4621709232006,0.40715466828175184,139.0
2024-05-01,2018-12-01,2,58536,2024-07,216.13189547268087,Retail,2024-07,0.500,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 500G,1.65,360.4621709232006,0.40715466828175184,179.0
2024-05-01,2018-12-01,3,58536,2024-08,216.67186199127815,Retail,2024-08,0.500,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 500G,1.65,360.4621709232006,0.40715466828175184,201.0
2024-05-01,2018-12-01,4,58536,2024-09,273.5329061376176,Retail,2024-09,0.500,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 500G,1.65,360.4621709232006,0.40715466828175184,253.0
2024-05-01,2018-12-01,5,58536,2024-10,185.27950396453656,Retail,2024-10,0.500,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 500G,1.65,360.4621709232006,0.40715466828175184,158.0
2024-05-01,2018-12-01,6,58536,2024-11,203.7937459572652,Retail,2024-11,0.500,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 500G,1.65,360.4621709232006,0.40715466828175184,210.0
2024-05-01,2018-12-01,1,58537,2024-06,82.2049326985497,Retail,2024-06,0.500,Dairy,Dairy Powder,Skimmed Milk Powder,Others,,AC,1,0.95,ENLIM,MILK POWDER SKIMMED REDMAN 500G,1.65,157.7274231070805,0.19008800509434115,113.0
2024-05-01,2018-12-01,2,58537,2024-07,136.75209543513415,Retail,2024-07,0.500,Dairy,Dairy Powder,Skimmed Milk Powder,Others,,AC,1,0.95,ENLIM,MILK POWDER SKIMMED REDMAN 500G,1.65,157.7274231070805,0.19008800509434115,133.0
2024-05-01,2018-12-01,3,58537,2024-08,136.81598920360938,Retail,2024-08,0.500,Dairy,Dairy Powder,Skimmed Milk Powder,Others,,AC,1,0.95,ENLIM,MILK POWDER SKIMMED REDMAN 500G,1.65,157.7274231070805,0.19008800509434115,132.0
2024-05-01,2018-12-01,4,58537,2024-09,150.22842743832507,Retail,2024-09,0.500,Dairy,Dairy Powder,Skimmed Milk Powder,Others,,AC,1,0.95,ENLIM,MILK POWDER SKIMMED REDMAN 500G,1.65,157.7274231070805,0.19008800509434115,131.0
2024-05-01,2018-12-01,5,58537,2024-10,146.17724823692134,Retail,2024-10,0.500,Dairy,Dairy Powder,Skimmed Milk Powder,Others,,AC,1,0.95,ENLIM,MILK POWDER SKIMMED REDMAN 500G,1.65,157.7274231070805,0.19008800509434115,123.0
2024-05-01,2018-12-01,6,58537,2024-11,155.78393070229842,Retail,2024-11,0.500,Dairy,Dairy Powder,Skimmed Milk Powder,Others,,AC,1,0.95,ENLIM,MILK POWDER SKIMMED REDMAN 500G,1.65,157.7274231070805,0.19008800509434115,180.0
2024-05-01,2018-12-01,1,62239,2024-06,395.5600179425285,Retail,2024-06,0.200,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 200G,1.65,770.2812083908058,0.65546921984309,540.0
2024-05-01,2018-12-01,2,62239,2024-07,1009.257308763374,Retail,2024-07,0.200,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 200G,1.65,770.2812083908058,0.65546921984309,551.0
2024-05-01,2018-12-01,3,62239,2024-08,786.9383581736404,Retail,2024-08,0.200,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 200G,1.65,770.2812083908058,0.65546921984309,618.0
2024-05-01,2018-12-01,4,62239,2024-09,837.3396853139768,Retail,2024-09,0.200,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 200G,1.65,770.2812083908058,0.65546921984309,900.0
2024-05-01,2018-12-01,5,62239,2024-10,735.490604894958,Retail,2024-10,0.200,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 200G,1.65,770.2812083908058,0.65546921984309,567.0
2024-05-01,2018-12-01,6,62239,2024-11,778.9601376287965,Retail,2024-11,0.200,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,1,0.95,ENLIM,MILK POWDER FULL CREAM REDMAN 200G,1.65,770.2812083908058,0.65546921984309,638.0
2024-05-01,2018-12-01,1,64458,2024-06,310.0552478615372,Retail,2024-06,1.000,Dairy,Cream Compound,Others,Others,,AC,50,0.95,ENLIM,WHIP & COOK(CREAM ALTERNATIVE)/REDMAN 1L,1.65,959.319538353445,0.5431176334715369,31.0
2024-05-01,2018-12-01,2,64458,2024-07,418.9471772934255,Retail,2024-07,1.000,Dairy,Cream Compound,Others,Others,,AC,50,0.95,ENLIM,WHIP & COOK(CREAM ALTERNATIVE)/REDMAN 1L,1.65,959.319538353445,0.5431176334715369,392.0
2024-05-01,2018-12-01,3,64458,2024-08,363.6202071002967,Retail,2024-08,1.000,Dairy,Cream Compound,Others,Others,,AC,50,0.95,ENLIM,WHIP & COOK(CREAM ALTERNATIVE)/REDMAN 1L,1.65,959.319538353445,0.5431176334715369,725.0
2024-05-01,2018-12-01,4,64458,2024-09,458.1158016732964,Retail,2024-09,1.000,Dairy,Cream Compound,Others,Others,,AC,50,0.95,ENLIM,WHIP & COOK(CREAM ALTERNATIVE)/REDMAN 1L,1.65,959.319538353445,0.5431176334715369,639.0
2024-05-01,2018-12-01,5,64458,2024-10,583.4699088472862,Retail,2024-10,1.000,Dairy,Cream Compound,Others,Others,,AC,50,0.95,ENLIM,WHIP & COOK(CREAM ALTERNATIVE)/REDMAN 1L,1.65,959.319538353445,0.5431176334715369,552.0
2024-05-01,2018-12-01,6,64458,2024-11,597.17675877507,Retail,2024-11,1.000,Dairy,Cream Compound,Others,Others,,AC,50,0.95,ENLIM,WHIP & COOK(CREAM ALTERNATIVE)/REDMAN 1L,1.65,959.319538353445,0.5431176334715369,515.0
2024-05-01,2020-04-01,1,64819,2024-06,4.4311199211355667e-17,Retail,2024-06,25.000,Dairy,Butter,Unsalted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER UNSALTED/GREENFIELDS 25KG,1.65,106.20009416191682,0.6164389027276342,
2024-05-01,2020-04-01,2,64819,2024-07,1.7287408787846768e-17,Retail,2024-07,25.000,Dairy,Butter,Unsalted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER UNSALTED/GREENFIELDS 25KG,1.65,106.20009416191682,0.6164389027276342,
2024-05-01,2020-04-01,3,64819,2024-08,0.1419410299644475,Retail,2024-08,25.000,Dairy,Butter,Unsalted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER UNSALTED/GREENFIELDS 25KG,1.65,106.20009416191682,0.6164389027276342,2.0
2024-05-01,2020-04-01,4,64819,2024-09,0.1127767654988269,Retail,2024-09,25.000,Dairy,Butter,Unsalted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER UNSALTED/GREENFIELDS 25KG,1.65,106.20009416191682,0.6164389027276342,4.0
2024-05-01,2020-04-01,5,64819,2024-10,0.0347988692170354,Retail,2024-10,25.000,Dairy,Butter,Unsalted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER UNSALTED/GREENFIELDS 25KG,1.65,106.20009416191682,0.6164389027276342,
2024-05-01,2020-04-01,6,64819,2024-11,0.0318251883053,Retail,2024-11,25.000,Dairy,Butter,Unsalted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER UNSALTED/GREENFIELDS 25KG,1.65,106.20009416191682,0.6164389027276342,
2024-05-01,2020-05-01,1,64820,2024-06,3.33746899611804e-23,Retail,2024-06,25.000,Dairy,Butter,Salted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER SALTED/GREENFIELDS 25KG,1.65,27.388683794589326,0.9392552741628712,
2024-05-01,2020-05-01,2,64820,2024-07,1.0012406988354117e-22,Retail,2024-07,25.000,Dairy,Butter,Salted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER SALTED/GREENFIELDS 25KG,1.65,27.388683794589326,0.9392552741628712,
2024-05-01,2020-05-01,3,64820,2024-08,1.2389944721803236e-22,Retail,2024-08,25.000,Dairy,Butter,Salted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER SALTED/GREENFIELDS 25KG,1.65,27.388683794589326,0.9392552741628712,
2024-05-01,2020-05-01,4,64820,2024-09,1.0012406988354117e-22,Retail,2024-09,25.000,Dairy,Butter,Salted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER SALTED/GREENFIELDS 25KG,1.65,27.388683794589326,0.9392552741628712,
2024-05-01,2020-05-01,5,64820,2024-10,2.612870623325241e-06,Retail,2024-10,25.000,Dairy,Butter,Salted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER SALTED/GREENFIELDS 25KG,1.65,27.388683794589326,0.9392552741628712,
2024-05-01,2020-05-01,6,64820,2024-11,1.0012406988354117e-22,Retail,2024-11,25.000,Dairy,Butter,Salted,Sweet Cream,,AC,113,0.95,ENLIM,BUTTER SALTED/GREENFIELDS 25KG,1.65,27.388683794589326,0.9392552741628712,
2024-05-01,2018-12-01,1,65032,2024-06,88.00000000056279,Retail,2024-06,1.030,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/MILCOW 1L,1.65,14475.228746954801,0.4401788526202559,117.0
2024-05-01,2018-12-01,2,65032,2024-07,157.907911466782,Retail,2024-07,1.030,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/MILCOW 1L,1.65,14475.228746954801,0.4401788526202559,69.0
2024-05-01,2018-12-01,3,65032,2024-08,165.88587946181335,Retail,2024-08,1.030,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/MILCOW 1L,1.65,14475.228746954801,0.4401788526202559,63.0
2024-05-01,2018-12-01,4,65032,2024-09,200.7821683069685,Retail,2024-09,1.030,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/MILCOW 1L,1.65,14475.228746954801,0.4401788526202559,155.0
2024-05-01,2018-12-01,5,65032,2024-10,126.2460000935969,Retail,2024-10,1.030,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/MILCOW 1L,1.65,14475.228746954801,0.4401788526202559,166.0
2024-05-01,2018-12-01,6,65032,2024-11,126.2460000935969,Retail,2024-11,1.030,Dairy,Milk,Uht,Full Cream,,AC,113,0.95,HUICHING,MILK UHT FULL CREAM 3.5%/MILCOW 1L,1.65,14475.228746954801,0.4401788526202559,179.0
2024-05-01,2019-01-01,1,65232,2024-06,4.5787614909579664e-23,Retail,2024-06,25.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,23,0.95,ENLIM,MILK POWDER FULL CREAM/OPEN COUNTRY 25KG,1.65,40.8545387115475,0.8250108786661449,
2024-05-01,2019-01-01,2,65232,2024-07,4.5787614909579664e-23,Retail,2024-07,25.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,23,0.95,ENLIM,MILK POWDER FULL CREAM/OPEN COUNTRY 25KG,1.65,40.8545387115475,0.8250108786661449,
2024-05-01,2019-01-01,3,65232,2024-08,4.5787614909579664e-23,Retail,2024-08,25.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,23,0.95,ENLIM,MILK POWDER FULL CREAM/OPEN COUNTRY 25KG,1.65,40.8545387115475,0.8250108786661449,
2024-05-01,2019-01-01,4,65232,2024-09,4.5787614909579664e-23,Retail,2024-09,25.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,23,0.95,ENLIM,MILK POWDER FULL CREAM/OPEN COUNTRY 25KG,1.65,40.8545387115475,0.8250108786661449,
2024-05-01,2019-01-01,5,65232,2024-10,4.5787614909579664e-23,Retail,2024-10,25.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,23,0.95,ENLIM,MILK POWDER FULL CREAM/OPEN COUNTRY 25KG,1.65,40.8545387115475,0.8250108786661449,
2024-05-01,2019-01-01,6,65232,2024-11,4.5787614909579664e-23,Retail,2024-11,25.000,Dairy,Dairy Powder,Full Cream Milk Pwdr,Others,,AC,23,0.95,ENLIM,MILK POWDER FULL CREAM/OPEN COUNTRY 25KG,1.65,40.8545387115475,0.8250108786661449,
2024-05-01,2018-12-01,1,65340,2024-06,93.32068332746891,Retail,2024-06,0.600,Dairy,Cream,Sour,Others,,AC,7,0.95,ZHUANGZHI,BUTTERMILK/PAULS 600ML,1.65,142.78728935027797,0.2374722082062899,260.0
2024-05-01,2018-12-01,2,65340,2024-07,49.94413305103775,Retail,2024-07,0.600,Dairy,Cream,Sour,Others,,AC,7,0.95,ZHUANGZHI,BUTTERMILK/PAULS 600ML,1.65,142.78728935027797,0.2374722082062899,292.0
2024-05-01,2018-12-01,3,65340,2024-08,61.64964251484566,Retail,2024-08,0.600,Dairy,Cream,Sour,Others,,AC,7,0.95,ZHUANGZHI,BUTTERMILK/PAULS 600ML,1.65,142.78728935027797,0.2374722082062899,274.0
2024-05-01,2018-12-01,4,65340,2024-09,51.54196492117372,Retail,2024-09,0.600,Dairy,Cream,Sour,Others,,AC,7,0.95,ZHUANGZHI,BUTTERMILK/PAULS 600ML,1.65,142.78728935027797,0.2374722082062899,290.0
